IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
0,1256688000,OTHER,2006,3,FORD,F150 PICKUP 2WD V8 4,STX,EXT CAB 4.6L STX,WHITE,AUTO,1.0,Alloy,62233,AMERICAN,LARGE TRUCK,FORD,8589.0,11030.0,9776.0,12412.0,6713.0,8343.0,11849.0,13728.0,,,17212,75020,TX,8700.0,0,728
0,1265846400,MANHEIM,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.5L LS,GOLD,AUTO,2.0,Covers,66894,AMERICAN,VAN,GM,6583.0,7557.0,10565.0,11675.0,8538.0,9558.0,12851.0,13908.0,,,8655,76040,TX,8270.0,0,1801
0,1234915200,MANHEIM,2001,8,BUICK,REGAL 3.8L V6 MFI SC,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,95061,AMERICAN,MEDIUM,GM,2873.0,3743.0,3603.0,4542.0,2881.0,3670.0,3611.0,4464.0,,,20207,75236,TX,4160.0,0,2651
0,1241481600,OTHER,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,54316,AMERICAN,MEDIUM,CHRYSLER,5480.0,6461.0,6418.0,7478.0,5480.0,6461.0,6418.0,7478.0,,,99750,21014,MD,5300.0,0,1086
0,1277424000,OTHER,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREY,AUTO,1.0,Alloy,83909,AMERICAN,MEDIUM,GM,7293.0,8493.0,10439.0,11370.0,7138.0,8312.0,10338.0,11852.0,,,99750,90650,CA,6700.0,0,1113
0,1238544000,ADESA,2005,4,DODGE,DAKOTA PICKUP 4WD V6,ST,QUAD CAB 3.7L ST,WHITE,AUTO,1.0,Alloy,72185,AMERICAN,SMALL TRUCK,CHRYSLER,8102.0,10312.0,9250.0,11637.0,8102.0,10312.0,9250.0,11637.0,,,20234,85226,AZ,8595.0,0,1623
0,1251244800,MANHEIM,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX5,4D HATCHBACK ZX5 SES,WHITE,AUTO,1.0,Alloy,71179,AMERICAN,COMPACT,FORD,4508.0,5749.0,5369.0,6709.0,4367.0,5457.0,5216.0,6394.0,,,8655,75236,TX,5170.0,0,1155
0,1243468800,ADESA,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,2.0,Covers,83855,AMERICAN,MEDIUM,GM,4123.0,5657.0,4953.0,6610.0,4123.0,5657.0,4953.0,6610.0,,,18822,78227,TX,4170.0,0,1243
0,1281398400,MANHEIM,2004,6,FORD,TAURUS,SES,4D SEDAN SES,SILVER,AUTO,1.0,Alloy,69445,AMERICAN,MEDIUM,FORD,3073.0,4342.0,6622.0,8011.0,3378.0,4565.0,6509.0,8499.0,,,17675,28625,NC,5595.0,0,825
0,1268870400,MANHEIM,2006,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,GREEN,AUTO,2.0,Covers,89089,TOP LINE ASIAN,MEDIUM,OTHER,8285.0,9392.0,11669.0,12745.0,8017.0,8989.0,11759.0,12798.0,,,18111,32503,FL,8815.0,0,594
1,1292371200,OTHER,2003,7,CHRYSLER,PT CRUISER,GT,4D SEDAN GT TURBO,BLACK,AUTO,,,79524,AMERICAN,MEDIUM,CHRYSLER,3763.0,4753.0,6686.0,7405.0,3929.0,4839.0,7070.0,8238.0,,,18111,35004,AL,4600.0,0,1806
0,1234915200,ADESA,2005,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON,BLUE,AUTO,1.0,Alloy,71913,AMERICAN,MEDIUM SUV,CHRYSLER,9801.0,11297.0,11085.0,12701.0,10118.0,11588.0,11427.0,13015.0,,,21053,85226,AZ,8795.0,0,1857
0,1284681600,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,82646,AMERICAN,LARGE,GM,8041.0,9209.0,11153.0,12582.0,7136.0,8274.0,9984.0,11560.0,,,99761,85284,AZ,7000.0,0,2152
0,1269302400,MANHEIM,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,WHITE,MANUAL,2.0,Covers,44711,AMERICAN,COMPACT,GM,5518.0,6619.0,8457.0,9958.0,5177.0,6257.0,8966.0,10836.0,,,20207,77041,TX,5000.0,0,623
1,1268179200,MANHEIM,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,GOLD,AUTO,1.0,Alloy,81292,AMERICAN,CROSSOVER,CHRYSLER,6804.0,8336.0,9497.0,11598.0,6384.0,7857.0,9566.0,11003.0,,,16044,22801,VA,8500.0,0,1503
0,1250640000,MANHEIM,2007,2,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,RED,AUTO,2.0,Covers,42590,AMERICAN,COMPACT,GM,6431.0,7257.0,7445.0,8338.0,7009.0,7834.0,8070.0,8961.0,,,18822,78219,TX,6025.0,0,623
0,1247616000,MANHEIM,2007,2,SUZUKI,SX4,Bas,4D HATCHBACK AWD,BLACK,AUTO,1.0,Alloy,54265,OTHER ASIAN,COMPACT,OTHER,8292.0,9558.0,9455.0,10823.0,8856.0,10007.0,10064.0,11308.0,,,22808,75236,TX,6525.0,0,671
0,1246492800,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLUE,AUTO,2.0,Covers,67948,OTHER ASIAN,MEDIUM,OTHER,5451.0,6586.0,6387.0,7613.0,5451.0,6586.0,6387.0,7613.0,,,8172,28273,NC,5575.0,0,533
0,1268179200,OTHER,2008,2,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,48372,AMERICAN,COMPACT,GM,7513.0,8122.0,10861.0,11450.0,7135.0,7610.0,10077.0,10812.0,,,99761,85284,AZ,7000.0,0,623
0,1239667200,ADESA,2006,3,CHEVROLET,HHR 2.2L I4 MPI / SF,LT,4D SUV 2.2L LT,SILVER,AUTO,1.0,Alloy,83730,AMERICAN,MEDIUM,GM,6601.0,8132.0,7629.0,9283.0,6601.0,8132.0,7629.0,9283.0,,,20833,78754,TX,6305.0,0,853
0,1245196800,MANHEIM,2004,5,FORD,EXPLORER 2WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,BLUE,AUTO,1.0,Alloy,54135,AMERICAN,MEDIUM SUV,FORD,5407.0,6742.0,6340.0,7781.0,5251.0,6542.0,6171.0,7565.0,,,8655,75236,TX,7885.0,0,920
0,1233273600,OTHER,2006,3,FORD,EXPLORER 2WD V6 4.0L,XLT,4D SUV 4.0L XLT,BLACK,AUTO,1.0,Alloy,69233,AMERICAN,MEDIUM SUV,FORD,10744.0,12675.0,12104.0,14189.0,11817.0,13639.0,13262.0,15230.0,,,20740,29461,SC,7400.0,0,1020
0,1251158400,ADESA,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,WHITE,AUTO,2.0,Covers,89028,AMERICAN,VAN,GM,7961.0,10221.0,9098.0,11539.0,7749.0,9671.0,12065.0,14557.0,,,8655,78754,TX,7215.0,0,2282
0,1250726400,OTHER,2005,4,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,SILVER,AUTO,1.0,Alloy,97419,AMERICAN,COMPACT,GM,3172.0,4336.0,3926.0,5183.0,3382.0,4299.0,4153.0,5143.0,,,3453,80229,CO,3655.0,0,1341
0,1244505600,MANHEIM,2005,4,MITSUBISHI,ENDEAVOR FWD 3.8L V6,LS,4D SPORT UTILITY LS,SILVER,AUTO,1.0,Alloy,86945,OTHER ASIAN,MEDIUM SUV,OTHER,7444.0,8832.0,8540.0,10039.0,7528.0,8871.0,8630.0,10081.0,,,17212,75050,TX,6025.0,0,594
0,1243900800,OTHER,2007,2,CHEVROLET,IMPALA V6 3.5L V6 MP,LT,4D SEDAN LT 3.5L,WHITE,AUTO,1.0,Alloy,69888,AMERICAN,LARGE,GM,8186.0,9727.0,9341.0,11005.0,8845.0,10605.0,10053.0,11953.0,,,21053,95673,CA,7105.0,0,1703
1,1233878400,ADESA,2006,3,CHRYSLER,300 3.5L V6 MPI / SM,Lim,4D SEDAN,SILVER,AUTO,,,82715,AMERICAN,SPECIALTY,CHRYSLER,9439.0,10972.0,10694.0,12350.0,9439.0,10972.0,10694.0,12350.0,,,16926,91752,CA,9075.0,0,1503
0,1251072000,MANHEIM,2004,5,FORD,EXPEDITION 4WD V8 5.,XLT,4D SUV 5.4L XLT,GREY,AUTO,1.0,Alloy,74625,AMERICAN,LARGE SUV,FORD,9740.0,11515.0,11019.0,12936.0,7511.0,8798.0,11968.0,13396.0,,,20928,27542,NC,10400.0,0,1389
0,1268611200,MANHEIM,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,BLUE,MANUAL,1.0,Alloy,54287,AMERICAN,COMPACT,FORD,6158.0,7429.0,9546.0,10477.0,6252.0,7552.0,10029.0,12114.0,,,18880,27542,NC,4400.0,0,920
0,1288742400,OTHER,2009,1,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,37245,AMERICAN,MEDIUM,CHRYSLER,7127.0,7515.0,10855.0,11224.0,8474.0,8977.0,11312.0,11984.0,NO,GREEN,99761,74135,OK,7000.0,0,882
0,1262044800,ADESA,2005,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2.0,Covers,70496,OTHER ASIAN,MEDIUM,OTHER,3875.0,4669.0,6703.0,7726.0,3855.0,4609.0,6907.0,7970.0,,,16926,91752,CA,4360.0,0,569
0,1246320000,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,82452,AMERICAN,LARGE,GM,6858.0,8107.0,7907.0,9256.0,6858.0,8107.0,7907.0,9256.0,,,19662,77041,TX,6180.0,0,2152
1,1234915200,ADESA,2004,5,SATURN,VUE 2WD V6 3.5L V6 M,,4D CUV 3.0L,BLUE,AUTO,1.0,Alloy,50992,AMERICAN,MEDIUM SUV,GM,5740.0,6711.0,6699.0,7748.0,6034.0,7186.0,7017.0,8261.0,,,18881,30212,GA,6300.0,0,1086
0,1268870400,MANHEIM,2007,3,TOYOTA,COROLLA,CE,4D SEDAN CE,BLACK,MANUAL,2.0,Covers,45228,TOP LINE ASIAN,COMPACT,OTHER,0.0,0.0,0.0,0.0,7563.0,8951.0,11223.0,12714.0,,,22916,89120,NV,7485.0,0,482
0,1242172800,MANHEIM,2005,4,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,GREY,MANUAL,2.0,Covers,71350,AMERICAN,MEDIUM,GM,5354.0,6317.0,6282.0,7322.0,5354.0,6317.0,6282.0,7322.0,,,22916,80011,CO,3375.0,0,803
0,1274400000,ADESA,2007,3,NISSAN,SENTRA,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,54440,TOP LINE ASIAN,COMPACT,OTHER,7929.0,8845.0,11566.0,12788.0,6961.0,8299.0,11236.0,12426.0,,,5546,34203,FL,6700.0,0,505
0,1268611200,MANHEIM,2006,4,CHEVROLET,COBALT,LT,2D COUPE LT,BLUE,AUTO,1.0,Alloy,64057,AMERICAN,COMPACT,GM,6313.0,7275.0,9842.0,11135.0,5265.0,6324.0,8558.0,9560.0,,,18880,27542,NC,6100.0,0,728
0,1264550400,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2.0,Covers,56303,AMERICAN,MEDIUM,CHRYSLER,4743.0,5937.0,8327.0,9565.0,5418.0,6429.0,8649.0,9719.0,,,21053,85226,AZ,5735.0,0,1086
0,1234137600,MANHEIM,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,88553,AMERICAN,LARGE,GM,5647.0,6862.0,6599.0,7911.0,5829.0,7061.0,6795.0,8126.0,,,16044,27542,NC,6000.0,0,2152
0,1267056000,ADESA,2005,5,FORD,FREESTAR FWD V6,SES,4D PASSENGER 3.9L SES,SILVER,AUTO,1.0,Alloy,78079,AMERICAN,VAN,FORD,4905.0,5981.0,8475.0,9603.0,4476.0,5810.0,8293.0,9524.0,,,3453,80817,CO,6005.0,0,1506
0,1255478400,ADESA,2008,1,MITSUBISHI,GALANT 4C 2.4L I4 EF,ES,4D SEDAN,SILVER,AUTO,3.0,Special,49069,OTHER ASIAN,MEDIUM,OTHER,8853.0,9468.0,10061.0,10725.0,8601.0,9375.0,12871.0,14523.0,,,18881,30212,GA,8000.0,0,482
0,1245715200,MANHEIM,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,91356,AMERICAN,LARGE,GM,5500.0,6920.0,6440.0,7974.0,5087.0,6467.0,8244.0,9946.0,,,22808,75050,TX,6425.0,0,2351
0,1234915200,MANHEIM,2002,7,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN GLS,GOLD,AUTO,2.0,Covers,56284,OTHER ASIAN,MEDIUM,OTHER,2168.0,2900.0,2841.0,3632.0,4644.0,6061.0,5516.0,7046.0,,,21973,32824,FL,3600.0,0,805
0,1236038400,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREY,AUTO,2.0,Covers,70994,AMERICAN,MEDIUM,FORD,4161.0,5175.0,4994.0,6089.0,,,,,,,8655,38118,TN,5085.0,0,920
1,1289952000,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GREY,AUTO,1.0,Alloy,83334,AMERICAN,MEDIUM SUV,GM,6704.0,8290.0,10045.0,12062.0,6738.0,8280.0,10166.0,11581.0,,,20928,32824,FL,7650.0,0,1503
0,1253664000,MANHEIM,2003,6,CHEVROLET,1500 SILVERADO PICKU,W/T,EXT CAB 5.3L LS,GREY,AUTO,,,81749,AMERICAN,LARGE TRUCK,GM,7644.0,9043.0,8756.0,10266.0,6056.0,7889.0,7040.0,9020.0,,,19638,32824,FL,8100.0,0,1543
0,1290556800,MANHEIM,2004,6,MERCURY,MOUNTAINEER AWD V8,,4D SUV 4.6L,WHITE,AUTO,1.0,Alloy,87533,AMERICAN,MEDIUM SUV,FORD,6382.0,7973.0,10965.0,12349.0,6656.0,8719.0,10987.0,12688.0,NO,GREEN,23657,94544,CA,8330.0,0,2282
0,1265155200,OTHER,2006,4,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,BLUE,AUTO,1.0,Alloy,79311,OTHER ASIAN,MEDIUM,OTHER,6287.0,7203.0,9758.0,10887.0,6685.0,7740.0,9177.0,10586.0,,,18880,29697,SC,7600.0,0,803
1,1246320000,OTHER,2007,2,CHRYSLER,PACIFICA FWD 3.8L V6,Bas,4D SPORT,BLUE,AUTO,2.0,Covers,73531,AMERICAN,CROSSOVER,CHRYSLER,9931.0,11865.0,11225.0,13314.0,9931.0,11865.0,11225.0,13314.0,,,8655,46239,IN,8125.0,0,1389
1,1276732800,OTHER,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,BLUE,AUTO,1.0,Alloy,76791,AMERICAN,MEDIUM,GM,5042.0,6426.0,8175.0,10209.0,4985.0,6330.0,8501.0,9976.0,,,3453,80229,CO,5570.0,0,1272
0,1235001600,OTHER,2005,4,CHRYSLER,PT CRUISER 2.4L I4 D,Tou,2D CONVERTIBLE TOURING,SILVER,AUTO,1.0,Alloy,65630,AMERICAN,MEDIUM,CHRYSLER,6812.0,8077.0,7857.0,9223.0,6537.0,7764.0,7560.0,8885.0,,,20833,73108,OK,6620.0,0,1313
0,1252540800,MANHEIM,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,BLACK,AUTO,1.0,Alloy,74813,AMERICAN,LARGE,FORD,9696.0,12488.0,10972.0,13987.0,8294.0,10424.0,9458.0,11758.0,,,8655,76040,TX,7885.0,0,1506
0,1232496000,ADESA,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,BLUE,AUTO,2.0,Covers,43572,OTHER ASIAN,MEDIUM,OTHER,4777.0,5772.0,5659.0,6734.0,4578.0,5358.0,5444.0,6287.0,,,21053,85226,AZ,5375.0,0,482
0,1280275200,OTHER,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,SILVER,AUTO,1.0,Alloy,75003,AMERICAN,COMPACT,FORD,6297.0,7924.0,10140.0,11548.0,5472.0,6931.0,9007.0,10013.0,,,52492,29697,SC,5800.0,0,1155
0,1261526400,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V8,Lar,EXT CAB 5.4L LARIAT,GREY,AUTO,1.0,Alloy,89430,AMERICAN,LARGE TRUCK,FORD,8480.0,10095.0,13579.0,15579.0,10015.0,12105.0,14654.0,17712.0,,,19662,77061,TX,7755.0,0,853
0,1245283200,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2.0,Covers,61843,AMERICAN,MEDIUM,CHRYSLER,5480.0,6461.0,6418.0,7478.0,5480.0,6461.0,6418.0,7478.0,,,99750,76040,TX,5700.0,0,1215
0,1252454400,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,BLUE,AUTO,1.0,Alloy,64408,AMERICAN,MEDIUM,CHRYSLER,4549.0,6305.0,5413.0,7309.0,3071.0,4687.0,3817.0,5562.0,,,16926,94544,CA,5900.0,0,1215
0,1278547200,OTHER,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,MANUAL,2.0,Covers,42001,OTHER ASIAN,MEDIUM,OTHER,3815.0,4698.0,7165.0,11152.0,3620.0,4677.0,6980.0,7921.0,,,3453,80229,CO,5565.0,0,482
0,1264550400,MANHEIM,2005,5,DODGE,DURANGO 2WD V6,ST,4D SUV 3.7L,GREY,AUTO,2.0,Covers,44831,AMERICAN,MEDIUM SUV,CHRYSLER,6996.0,8041.0,10520.0,11420.0,7334.0,8584.0,10815.0,11835.0,,,19619,32824,FL,8100.0,0,905
0,1273017600,MANHEIM,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,BLACK,AUTO,1.0,Alloy,80784,AMERICAN,LARGE,FORD,6419.0,7673.0,10276.0,11647.0,5927.0,7898.0,9917.0,12029.0,,,20207,75236,TX,7840.0,0,1633
0,1261094400,ADESA,2007,2,FORD,FOCUS,ZX4,4D SEDAN S,WHITE,AUTO,2.0,Covers,42520,AMERICAN,COMPACT,FORD,5312.0,6415.0,9427.0,10225.0,5893.0,7160.0,9616.0,10672.0,,,16926,91752,CA,5030.0,0,834
0,1264550400,MANHEIM,2005,5,HYUNDAI,ELANTRA,GT,4D SEDAN,RED,AUTO,2.0,Covers,35706,OTHER ASIAN,MEDIUM,OTHER,3885.0,4642.0,6958.0,7982.0,4270.0,5264.0,7143.0,8806.0,,,19619,32824,FL,5500.0,0,462
1,1236816000,ADESA,2003,6,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,RED,AUTO,1.0,Alloy,66130,AMERICAN,LARGE,GM,4047.0,5211.0,4871.0,6128.0,4382.0,5419.0,5233.0,6353.0,,,22916,80817,CO,5690.0,0,2003
0,1272412800,OTHER,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,68814,AMERICAN,LARGE,GM,3367.0,4473.0,6320.0,7467.0,3180.0,4256.0,6849.0,7677.0,,,835,85009,AZ,6495.0,0,1703
0,1247529600,MANHEIM,2005,4,ISUZU,ASCENDER 2WD 6C 4.2L,S,SPORT UTILITY,BLACK,AUTO,1.0,Alloy,57430,OTHER ASIAN,MEDIUM SUV,OTHER,9450.0,10489.0,10706.0,11828.0,7432.0,9310.0,8527.0,10555.0,,,18822,77041,TX,9210.0,0,920
0,1233705600,OTHER,2006,3,MITSUBISHI,OUTLANDER 2WD 4C 2.4,LS,4D SPORT UTILITY LS,MAROON,AUTO,1.0,Alloy,73613,OTHER ASIAN,CROSSOVER,OTHER,7517.0,8935.0,8618.0,10150.0,9279.0,11479.0,10521.0,12897.0,,,17675,29697,SC,6800.0,0,569
0,1289347200,MANHEIM,2007,3,SATURN,ION,2,2D QUAD COUPE LEVEL 2,GREEN,AUTO,2.0,Covers,60593,AMERICAN,MEDIUM,GM,5993.0,7376.0,9603.0,10318.0,6588.0,7891.0,9762.0,11021.0,NO,GREEN,8655,75236,TX,5970.0,0,728
0,1252368000,ADESA,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,RED,AUTO,1.0,Alloy,79427,AMERICAN,MEDIUM,GM,6665.0,7806.0,7698.0,8930.0,5757.0,7059.0,9488.0,11083.0,,,20833,78754,TX,6205.0,0,1038
0,1257897600,MANHEIM,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,2.0,Covers,53784,AMERICAN,MEDIUM,CHRYSLER,7824.0,8691.0,8950.0,9886.0,8018.0,8991.0,11713.0,12526.0,,,18822,64161,MO,8405.0,0,920
0,1240963200,OTHER,2001,8,FORD,FOCUS 2.0L I4 SFI,SE,4D WAGON SE,SILVER,AUTO,1.0,Alloy,75054,AMERICAN,COMPACT,FORD,1960.0,2922.0,2617.0,3656.0,1960.0,2922.0,2617.0,3656.0,,,835,85009,AZ,4170.0,0,1455
0,1284595200,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2.0,Covers,77856,AMERICAN,MEDIUM,CHRYSLER,0.0,0.0,0.0,0.0,5661.0,6427.0,8946.0,9745.0,,,99750,76040,TX,6600.0,0,1389
0,1291766400,MANHEIM,2002,8,TOYOTA,CAMRY SOLARA 4C,SE,2D COUPE SE,SILVER,AUTO,1.0,Alloy,87792,TOP LINE ASIAN,MEDIUM,OTHER,3180.0,3923.0,5627.0,6646.0,4008.0,5344.0,6533.0,8202.0,NO,GREEN,18822,78219,TX,5635.0,0,894
0,1266364800,ADESA,2003,7,CHEVROLET,IMPALA,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,68332,AMERICAN,LARGE,GM,3143.0,4135.0,6046.0,6782.0,3473.0,4505.0,6267.0,7455.0,,,20740,17406,PA,5630.0,0,2003
0,1251244800,ADESA,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,66681,AMERICAN,LARGE,GM,7725.0,8887.0,8843.0,10098.0,7882.0,9089.0,9013.0,10316.0,,,18881,30212,GA,7600.0,0,1703
0,1258588800,MANHEIM,2001,8,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L SPORT,WHITE,AUTO,2.0,Covers,94515,AMERICAN,VAN,CHRYSLER,2642.0,3739.0,3353.0,4538.0,2498.0,3434.0,5889.0,8096.0,,,19064,76040,TX,3700.0,0,2218
0,1251072000,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLUE,AUTO,2.0,Covers,44915,AMERICAN,MEDIUM,CHRYSLER,7367.0,7990.0,8456.0,9129.0,7989.0,8639.0,9128.0,9830.0,,,99761,74135,OK,7400.0,0,693
0,1255910400,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,WHITE,AUTO,2.0,Covers,51264,AMERICAN,MEDIUM,CHRYSLER,7231.0,7784.0,8309.0,8907.0,7269.0,7898.0,10834.0,11413.0,,,99761,74135,OK,6900.0,0,754
0,1278892800,MANHEIM,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,MAROON,AUTO,1.0,Alloy,69643,AMERICAN,LARGE,GM,5002.0,6517.0,8517.0,9769.0,4715.0,6007.0,8310.0,9561.0,,,18881,27542,NC,6900.0,0,1703
0,1270080000,MANHEIM,2007,3,HYUNDAI,ACCENT,GS,2D COUPE GS,WHITE,AUTO,2.0,Covers,88491,OTHER ASIAN,COMPACT,OTHER,5451.0,6534.0,8782.0,9697.0,5498.0,6747.0,9370.0,11498.0,,,5546,33762,FL,6020.0,0,983
0,1271289600,MANHEIM,2002,8,FORD,EXPLORER 2WD V6,Spo,2D SUV 4.0L SPORT,BLACK,AUTO,1.0,Alloy,62419,AMERICAN,MEDIUM SUV,FORD,3216.0,4203.0,6063.0,7007.0,3307.0,4212.0,6302.0,7238.0,,,23359,92337,CA,5215.0,0,1320
0,1280361600,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,70976,AMERICAN,MEDIUM,CHRYSLER,7621.0,8631.0,11540.0,12521.0,7145.0,8326.0,11017.0,11962.0,,,21973,32124,FL,7650.0,0,1155
0,1237939200,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,72190,AMERICAN,MEDIUM,CHRYSLER,4948.0,5732.0,5844.0,6691.0,10466.0,11640.0,11803.0,13071.0,,,20740,32124,FL,5700.0,0,1389
0,1292889600,ADESA,2007,3,FORD,FUSION 4C,S,4D SEDAN S,BLUE,AUTO,2.0,Covers,72310,AMERICAN,MEDIUM,FORD,7029.0,8773.0,11136.0,12504.0,7777.0,9172.0,11335.0,12917.0,,,52117,45005,OH,7215.0,0,803
0,1249430400,MANHEIM,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,SILVER,AUTO,2.0,Covers,73404,AMERICAN,SPECIALTY,CHRYSLER,9548.0,11265.0,10812.0,12666.0,10397.0,11538.0,11729.0,12961.0,,,16044,8505,NJ,9350.0,0,1389
0,1249516800,OTHER,2004,5,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,WHITE,AUTO,2.0,Covers,72737,AMERICAN,VAN,FORD,3751.0,5059.0,4551.0,5964.0,3494.0,4344.0,6972.0,7964.0,,,99761,85018,AZ,5500.0,0,1506
0,1288828800,MANHEIM,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GOLD,AUTO,1.0,Alloy,75601,AMERICAN,MEDIUM,GM,2993.0,4187.0,6427.0,7535.0,3419.0,4553.0,6146.0,7040.0,NO,GREEN,8172,30272,GA,4775.0,0,1155
0,1287532800,OTHER,2007,3,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,BLUE,AUTO,1.0,Alloy,95832,AMERICAN,CROSSOVER,CHRYSLER,8254.0,9900.0,12885.0,14425.0,7751.0,9352.0,11897.0,13494.0,,,52492,29697,SC,7200.0,0,1630
0,1263340800,OTHER,2004,6,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,WHITE,MANUAL,1.0,Alloy,96761,AMERICAN,LARGE TRUCK,GM,4717.0,6249.0,8276.0,10242.0,5230.0,6762.0,8853.0,10535.0,,,835,85009,AZ,4785.0,0,1485
0,1280966400,MANHEIM,2003,7,FORD,WINDSTAR FWD V6,SEL,4D PASSENGER 3.8L SEL,GREEN,AUTO,1.0,Alloy,97303,AMERICAN,VAN,FORD,3805.0,4808.0,7276.0,8531.0,3515.0,4428.0,7184.0,8107.0,,,18111,30272,GA,4775.0,0,2506
